pedido_id,cliente_id,data_pedido,status,valor_total
410436,87911,2023-10-24 07:20:28,Confirmado,1992
824315,80542,2024-04-06 21:12:55,Confirmado,5835
329231,52075,2024-03-18 05:07:05,CANCELADO,2703
259099,41742,2025-05-26 23:04:49,Confirmado,2036
891044,92186,2024-02-05 10:10:51,Confirmado,5496
823406,94009,2023-08-04 21:03:51,Confirmado,3703
963382,85257,2025-03-30 01:23:49,CANCELADO,1561
136954,72935,2023-10-30 11:08:30,Confirmado,1567
243681,91013,2024-12-02 00:55:10,Pending,3598
330917,33562,2023-08-12 13:28:11,Confirmado,11123
824550,72746,2023-08-10 12:00:49,Confirmado,4142
982176,18626,2025-03-09 06:35:07,Confirmado,2990
460773,12412,2025-03-26 15:46:22,CANCELADO,3060
738986,15062,2024-08-01 18:43:03,Confirmado,5091
614504,61776,2025-04-14 23:50:38,Confirmado,2186
349911,57131,2024-09-22 05:01:48,Confirmado,826
447819,32907,2023-12-26 11:10:14,Confirmado,3711
208630,64819,2025-03-22 09:25:29,Confirmado,8340
526516,71128,2025-04-20 17:35:51,Confirmado,1777
870318,56080,2023-11-15 07:01:32,Pending,1279
384397,18543,2023-12-22 23:08:59,Confirmado,2715
460140,57872,2025-04-03 23:48:32,CANCELADO,838
259710,59226,2024-10-17 20:38:44,Confirmado,2978
173457,22792,2024-07-06 20:12:10,Confirmado,4674
595605,87438,2025-06-07 12:40:03,CANCELADO,5683
161656,22478,2024-10-11 15:24:12,CANCELADO,2389
851507,17849,2024-12-25 17:18:51,Confirmado,3978
464401,45116,2023-09-17 17:48:57,Confirmado,5659
806097,66424,2024-03-15 16:51:38,CANCELADO,1024
796055,66471,2024-04-26 19:08:56,Confirmado,4746
476061,48919,2024-09-21 10:22:53,CANCELADO,3141
551568,35377,2024-08-24 19:17:54,CANCELADO,824
911356,89135,2024-05-07 14:40:17,Pending,3289
421674,85571,2024-12-08 16:04:58,Confirmado,1322
338829,57438,2024-03-25 09:54:20,Confirmado,1903
227882,14525,2024-03-19 12:43:24,Confirmado,4738
864092,23965,2025-03-02 05:12:33,Confirmado,2941
130753,27207,2024-01-15 12:04:15,Confirmado,2351
888403,13534,2025-06-27 05:27:54,CANCELADO,2547
595263,90611,2025-05-02 04:59:09,Confirmado,1926
971267,37896,2023-10-08 09:20:45,CANCELADO,4925
476469,27874,2025-05-20 16:05:31,Confirmado,1827
174237,90258,2025-01-17 15:26:44,Confirmado,1966
572046,62542,2023-08-21 20:47:18,Confirmado,4639
799500,79711,2025-02-10 02:22:06,Confirmado,663
866351,19418,2023-12-26 15:27:04,Confirmado,1323
636532,36676,2025-04-10 02:52:48,Pending,3641
985624,82030,2024-09-15 19:14:24,Confirmado,5845
504234,74880,2023-12-30 22:35:39,CANCELADO,3561
517675,56080,2025-05-29 09:22:05,Confirmado,3180
297324,56689,2024-07-21 03:32:31,Confirmado,3061
943553,21471,2023-11-27 02:18:13,Confirmado,5353
333946,78201,2024-12-01 06:49:23,Confirmado,6143
367296,93944,2024-05-20 09:23:15,Confirmado,5070
632954,67529,2024-12-29 16:32:52,Confirmado,1145
465668,55162,2023-12-18 19:33:25,Confirmado,2876
956884,88306,2024-10-19 19:34:57,Confirmado,3652
264175,67411,2024-03-18 11:43:05,Confirmado,4276
290985,53894,2025-05-10 14:53:53,Confirmado,2601
990712,66930,2024-12-08 05:56:56,Confirmado,2755
733370,53697,2023-11-28 12:02:34,Confirmado,3378
899120,62545,2024-02-27 05:09:51,Confirmado,1996
613813,98581,2024-08-24 00:25:10,Confirmado,2031
520607,31168,2025-07-20 18:37:26,CANCELADO,3397
182044,36281,2023-11-20 17:27:26,CANCELADO,4916
528539,95347,2024-05-16 04:27:21,Confirmado,2499
567426,29000,2024-01-16 01:08:40,Pending,693
752087,63505,2024-10-11 03:54:43,Confirmado,2578
251669,15637,2023-10-06 01:10:54,Confirmado,6956
369269,27787,2025-03-22 10:50:25,Confirmado,5355
280042,95920,2023-10-25 14:51:21,Confirmado,5111
224178,66664,2025-05-18 11:25:48,Confirmado,4440
203164,85540,2023-10-09 07:22:47,Confirmado,6029
959472,55689,2025-05-04 11:38:16,Confirmado,5258
568390,10689,2023-10-05 10:52:08,Confirmado,320
570082,56212,2023-10-11 21:42:06,Pending,1507
868118,53482,2025-07-08 02:08:29,Pending,3937
489828,73874,2024-10-23 07:27:11,Confirmado,5502
554315,50457,2024-12-29 05:03:26,Confirmado,2495
506904,27304,2023-08-17 00:38:27,Confirmado,4954
719153,88982,2025-04-14 07:34:00,Confirmado,5072
386692,86996,2024-10-06 07:10:51,Pending,6362
724417,31293,2024-07-24 08:12:09,Confirmado,2152
841731,91108,2025-02-08 11:21:48,Confirmado,4622
982885,14443,2023-08-16 17:13:09,Pending,1072
996893,19800,2024-10-02 23:09:19,Confirmado,5971
352092,23045,2025-05-25 19:46:54,Confirmado,3561
412338,27481,2023-08-25 07:12:44,Confirmado,3530
229587,81137,2023-08-25 16:48:43,Pending,695
289865,81470,2024-05-03 00:33:54,Confirmado,1112
931033,89785,2024-05-01 09:05:12,CANCELADO,3993
386257,29589,2024-06-15 01:32:50,Confirmado,3073
571214,18159,2025-04-30 17:01:48,CANCELADO,5711
143165,60648,2025-03-04 19:57:50,Confirmado,4485
809147,62240,2025-06-08 03:42:00,Confirmado,2872
104571,72317,2024-04-12 08:26:58,CANCELADO,1623
353374,73075,2024-07-09 14:34:10,Confirmado,711
703224,56212,2024-10-17 04:15:32,Confirmado,2734
662686,79437,2023-08-30 12:30:57,Pending,5492
420637,63451,2024-08-24 10:08:49,Confirmado,5027
540648,66222,2024-01-13 12:53:20,Pending,5778
589105,30054,2024-03-27 18:47:46,Confirmado,3032
269871,19505,2024-11-12 16:32:13,Pending,5326
427048,58199,2025-02-10 13:38:48,Confirmado,6871
740606,35177,2025-03-17 07:16:53,Confirmado,2165
960811,80557,2024-12-05 07:44:51,Confirmado,1332
341850,79094,2023-08-16 00:55:09,CANCELADO,6336
836790,44812,2023-11-20 12:52:02,Confirmado,2735
254518,74416,2025-07-04 02:19:52,Confirmado,3541
262300,32704,2024-08-07 00:08:13,Confirmado,3527
947214,31293,2025-05-23 04:31:52,Confirmado,1386
958385,24732,2024-08-29 20:17:01,Confirmado,3121
482455,77778,2024-04-17 04:02:53,Confirmado,2316
120067,89657,2025-02-09 16:17:46,Confirmado,5057
788509,27294,2024-10-04 22:44:11,CANCELADO,1795
769000,59660,2025-06-12 06:58:01,Confirmado,4329
317399,66471,2024-10-05 01:16:58,Confirmado,349
839485,11119,2024-10-10 04:02:39,Confirmado,3142
596616,21625,2024-03-18 23:14:15,Confirmado,4393
960391,56630,2024-06-28 04:57:52,Confirmado,8185
177942,91135,2024-03-30 00:04:22,Confirmado,4760
318099,13956,2024-08-10 17:48:36,Confirmado,4266
917871,90959,2024-03-21 07:04:37,Pending,484
782459,53294,2024-11-03 11:43:04,Confirmado,5594
683249,82537,2023-12-05 02:01:31,Confirmado,1302
550392,95014,2024-02-28 17:57:37,Confirmado,4555
338344,43592,2024-03-10 03:21:09,CANCELADO,3640
764879,70525,2024-08-04 02:55:01,Confirmado,5357
549783,83299,2023-10-31 23:40:13,Confirmado,5302
804647,19505,2025-07-03 03:43:57,Confirmado,5033
811129,68959,2024-09-16 14:07:24,Pending,526
713331,88837,2025-04-07 03:26:54,Confirmado,5462
517722,27972,2023-08-05 06:57:02,Pending,4890
811788,22270,2023-08-20 01:35:24,Pending,1272
189185,60176,2023-12-04 18:25:20,CANCELADO,1150
850996,53218,2024-06-14 16:16:30,CANCELADO,6586
689103,22174,2023-09-19 21:11:34,CANCELADO,2491
253482,15626,2024-08-24 19:12:11,Confirmado,9095
797289,27190,2023-10-25 09:09:30,Pending,957
699652,79499,2025-04-30 04:47:49,Confirmado,2007
358723,13114,2024-05-07 16:44:21,Confirmado,2556
162738,93762,2024-11-24 04:18:29,CANCELADO,6267
595346,83030,2024-05-30 02:27:42,Confirmado,2270
987652,89932,2024-04-29 18:40:55,Confirmado,2287
141207,53957,2024-05-25 18:50:13,Confirmado,1772
462283,55948,2024-08-27 23:35:17,Confirmado,4612
290699,87469,2023-08-30 15:20:43,Pending,1774
372517,88622,2023-08-26 01:22:26,Confirmado,2126
760628,80906,2023-11-22 00:39:39,Pending,7068
656352,31163,2025-04-05 19:16:36,Confirmado,2128
271067,49968,2024-12-03 11:07:19,Confirmado,3254
743782,53588,2025-05-14 14:08:35,CANCELADO,2087
684005,10224,2023-10-28 04:48:27,Confirmado,4687
293604,80020,2023-09-22 15:04:39,CANCELADO,260
972613,19323,2025-05-28 10:34:06,Confirmado,1442
459801,78406,2025-03-15 13:29:53,Confirmado,7379
279822,36676,2023-11-19 11:31:12,CANCELADO,3631
727915,97281,2025-02-24 13:30:46,Pending,2880
818825,60728,2024-01-09 05:11:15,Confirmado,6036
671232,80708,2024-01-19 14:25:36,Confirmado,987
479228,43738,2025-05-13 23:36:32,Confirmado,5162
816977,38818,2024-07-20 01:48:59,Confirmado,5099
262557,34596,2023-12-06 19:29:23,CANCELADO,5502
669450,52385,2025-02-27 14:55:33,CANCELADO,2001
407143,42210,2025-04-11 08:31:17,Confirmado,2933
593912,84855,2025-07-08 20:51:30,Confirmado,4559
784040,61885,2025-05-11 03:31:15,CANCELADO,3581
317917,69481,2025-06-18 11:00:50,CANCELADO,4617
381662,86790,2023-08-17 08:11:11,Confirmado,618
429528,94249,2023-07-30 10:17:10,Confirmado,4763
623097,50424,2025-05-13 08:07:16,Confirmado,3040
794986,65637,2023-09-24 01:46:13,Confirmado,1168
650744,73662,2024-10-06 16:35:01,CANCELADO,2424
206935,70472,2025-04-13 04:21:13,Confirmado,3702
209119,71757,2025-03-22 19:33:48,CANCELADO,7740
174608,68027,2024-01-20 21:49:00,Confirmado,2356
759939,74105,2024-01-22 14:31:51,Pending,1098
603319,96559,2024-11-05 22:15:53,CANCELADO,4346
200228,13549,2024-02-28 13:01:51,Confirmado,5725
736126,44039,2024-02-06 18:05:40,Confirmado,1701
926998,10197,2023-11-10 17:39:55,CANCELADO,3703
802953,13128,2025-07-09 13:48:12,CANCELADO,2313
178002,34960,2024-06-09 14:31:51,Pending,2080
105339,86604,2025-05-19 22:47:33,Confirmado,5588
238404,34596,2024-08-31 06:16:30,Confirmado,3033
883780,56387,2024-05-25 18:30:43,Confirmado,3933
881637,68413,2023-11-05 14:25:00,Confirmado,1235
239978,23045,2025-04-02 02:49:54,CANCELADO,6120
298050,47815,2025-04-22 03:49:38,Pending,3001
539197,25875,2024-08-10 21:57:45,Confirmado,6484
269243,14334,2025-02-11 01:04:58,Confirmado,2307
968485,75928,2023-09-28 12:21:37,CANCELADO,2828
113891,23588,2023-12-27 00:59:02,Pending,2612
940514,68365,2023-11-18 14:28:31,Confirmado,1438
177796,60496,2024-09-17 23:38:38,Confirmado,6628
549247,32045,2025-07-02 01:24:32,Confirmado,4923
718176,81592,2024-01-02 15:14:14,Confirmado,4262
690586,17094,2024-08-10 07:31:58,Confirmado,4695
335077,30390,2023-09-10 05:53:44,Confirmado,1859
357269,63578,2024-06-09 20:32:43,Confirmado,4026
253812,66930,2024-04-11 13:52:46,Confirmado,2234
567614,91090,2024-12-01 21:49:59,Confirmado,3605
621459,31163,2024-07-01 15:26:18,Confirmado,1231
925955,99769,2024-01-16 21:27:16,Confirmado,1732
242803,30930,2025-01-29 09:45:00,Pending,3576
437750,53162,2024-06-03 08:41:20,Confirmado,862
429907,84855,2024-02-27 06:31:06,Confirmado,960
596091,95028,2025-03-06 12:19:31,Confirmado,1967
602142,73917,2023-11-12 14:32:44,Pending,2312
961758,67928,2025-04-16 02:30:04,Pending,2579
327948,69481,2024-04-09 11:18:32,Confirmado,2157
804587,11312,2025-02-08 23:54:28,Pending,3570
895027,36085,2025-05-15 12:59:25,CANCELADO,684
392335,23863,2023-11-05 21:26:34,Confirmado,2531
981242,86220,2024-08-09 22:05:15,Confirmado,1842
256375,72190,2024-01-18 16:18:12,Confirmado,3118
429327,76403,2024-08-03 14:26:31,Confirmado,3498
917971,13014,2024-12-19 12:05:02,CANCELADO,4071
611299,67310,2024-06-09 22:28:09,Confirmado,4117
220110,34026,2024-08-10 14:12:31,Pending,2552
231288,47045,2024-04-18 13:37:00,CANCELADO,3644
514268,58234,2025-05-17 06:19:19,Confirmado,2387
749508,47519,2024-05-19 13:51:15,Pending,4645
656450,74521,2025-07-14 20:06:51,Confirmado,2265
318913,69034,2025-04-02 17:58:28,CANCELADO,1464
695554,46746,2024-08-09 00:32:14,Confirmado,4362
321078,60728,2024-08-17 07:28:07,Pending,2552
769976,88700,2024-07-12 22:25:04,Confirmado,2215
136276,44192,2025-03-07 12:08:40,Confirmado,2803
467248,24732,2023-08-03 17:03:51,Pending,3014
927791,30875,2025-05-13 18:54:28,Confirmado,3171
834907,68365,2025-02-01 19:24:16,Confirmado,2755
843312,10287,2024-01-31 13:54:29,Pending,2992
666427,81592,2024-01-07 03:57:31,Confirmado,6711
844021,67411,2024-02-22 22:14:45,Confirmado,5232
711014,19418,2025-06-18 11:47:19,CANCELADO,655
616276,43382,2025-07-28 21:06:01,Confirmado,1627
283461,38021,2024-06-12 16:11:06,CANCELADO,2265
632496,78951,2024-02-20 15:22:57,CANCELADO,3860
390257,19572,2023-09-25 11:19:41,Confirmado,5183
803806,23716,2024-08-11 02:49:25,Confirmado,2494
889397,78767,2025-04-04 22:31:36,Confirmado,4522
444457,50876,2024-08-09 06:53:56,Pending,2547
651196,95920,2024-04-14 01:43:02,Confirmado,3278
992133,37263,2024-06-18 08:33:41,Confirmado,5265
360558,42210,2024-09-07 08:34:58,CANCELADO,2074
570933,46746,2024-12-12 23:15:11,CANCELADO,434
497890,19800,2024-02-10 18:05:25,Confirmado,3765
160929,26391,2024-10-09 18:42:26,Confirmado,2806
662471,47991,2024-08-04 10:54:52,Confirmado,4726
535302,80069,2024-09-28 23:02:33,Pending,4555
527517,86790,2025-07-27 06:37:30,Confirmado,6872
684606,90010,2025-04-27 02:36:29,CANCELADO,2047
295896,95951,2024-07-27 21:13:50,Confirmado,1035
686714,88738,2024-06-21 16:44:37,Pending,649
181583,24078,2024-08-18 18:36:18,CANCELADO,2066
357149,96031,2024-09-13 19:10:00,Pending,834
188615,56880,2025-04-07 06:11:19,Confirmado,3843
962059,10521,2024-10-13 11:01:54,Confirmado,2147
533099,35827,2025-07-24 13:48:11,Confirmado,1326
600614,41403,2023-11-13 08:36:54,Confirmado,1062
381319,45435,2024-01-30 19:35:50,Pending,6546
319842,53957,2025-04-07 13:04:43,Pending,5270
255132,35476,2024-03-11 04:10:16,Confirmado,2459
873552,93172,2025-03-06 23:46:35,Pending,5641
870434,53294,2025-06-14 23:35:07,Confirmado,1724
104130,69342,2025-03-30 16:04:29,Confirmado,1985
233602,67790,2023-09-19 21:10:31,Confirmado,995
482912,89964,2024-05-26 05:25:42,Confirmado,1729
655532,79711,2023-09-08 01:37:31,Confirmado,162
532940,20585,2024-04-14 02:58:48,Confirmado,3836
278751,69481,2024-02-23 22:02:10,Confirmado,996
137345,10173,2023-10-17 23:43:15,Confirmado,4205
853675,28042,2025-07-14 10:45:49,Pending,1603
743301,47938,2023-08-27 14:02:29,Pending,1298
624731,23559,2025-05-26 21:35:23,Confirmado,5763
815154,70047,2023-11-10 13:41:35,Confirmado,2114
234298,61852,2024-02-01 07:40:04,CANCELADO,7565
289190,96335,2025-05-02 04:09:10,Confirmado,1716
181689,23045,2024-05-01 10:00:56,Confirmado,5187
458329,86512,2025-07-18 10:06:02,Confirmado,3483
715432,70472,2025-04-14 13:07:01,Confirmado,5955
910333,13195,2024-09-08 21:33:44,Pending,5073
326376,76143,2024-11-13 16:31:18,Pending,2969
316265,31722,2025-01-01 13:30:20,Confirmado,489
710721,10183,2024-01-01 01:17:33,Confirmado,328
788122,82066,2023-11-16 20:36:05,Pending,4038
223758,44887,2023-09-05 02:43:16,Confirmado,6763
854845,13534,2024-04-15 04:20:04,Confirmado,556
850518,42382,2025-07-10 16:15:46,Confirmado,3557
721933,80839,2025-02-18 22:42:13,CANCELADO,553
907104,26751,2025-02-03 13:31:23,Confirmado,3200
279653,22909,2024-03-12 06:39:48,Confirmado,3367
361395,24732,2024-11-03 23:40:22,Confirmado,4932
146913,44192,2025-01-03 10:16:42,Confirmado,4231
329622,19505,2023-09-24 00:29:12,Confirmado,7853
724595,88622,2025-01-10 06:16:53,CANCELADO,1968
528925,80557,2024-12-05 13:41:25,CANCELADO,2635
602814,68171,2024-03-16 16:57:23,Confirmado,2595
284153,89497,2025-06-07 09:13:35,CANCELADO,870
103631,68058,2023-09-20 05:50:02,Confirmado,1024
836279,36191,2024-11-20 06:37:56,CANCELADO,1391
340923,94930,2024-11-16 09:20:38,Confirmado,4332
938910,53957,2025-04-03 23:34:26,Pending,5056
867193,80557,2024-11-27 08:51:48,Pending,3863
122301,30323,2024-10-06 12:30:49,Confirmado,5137
784315,59663,2025-02-05 14:20:14,CANCELADO,4502
432325,29803,2023-09-05 23:11:44,CANCELADO,585
871239,33031,2025-06-27 20:45:42,Pending,2337
833057,94930,2025-01-23 11:55:31,Pending,654
975090,59660,2024-09-08 16:44:28,Pending,3298
447583,51537,2025-03-22 04:33:30,Confirmado,1879
338957,87753,2025-03-30 07:45:53,Confirmado,7403
608129,43833,2024-06-05 20:36:00,Confirmado,3144
582345,13534,2023-11-18 01:22:56,Confirmado,6555
583778,73890,2023-09-08 04:35:14,CANCELADO,3486
691580,60784,2023-12-12 18:38:38,Confirmado,1578
502753,30381,2024-06-06 12:57:45,Confirmado,4092
321128,87265,2025-03-19 19:33:42,Confirmado,2522
874570,73075,2024-03-09 22:43:18,Confirmado,6993
126172,22909,2025-05-29 09:58:34,Confirmado,2230
948990,30398,2023-08-20 00:03:48,Pending,3922
872571,27741,2024-03-23 07:12:02,Pending,4798
527714,19191,2023-10-05 20:31:57,Confirmado,6454
608551,75928,2024-07-24 11:51:47,Confirmado,5793
723495,27874,2024-03-06 19:49:06,CANCELADO,370
948277,78456,2024-08-01 01:40:11,Confirmado,2167
357891,15157,2025-05-20 09:04:10,Confirmado,2664
391564,51247,2024-11-26 02:31:05,Confirmado,6431
731085,33272,2025-05-08 16:53:14,Pending,633
219876,94249,2024-04-27 10:34:36,Confirmado,3253
382554,56387,2023-12-09 05:42:14,Confirmado,1937
381922,10200,2023-10-03 03:54:45,Confirmado,754
848702,78086,2024-04-03 03:14:19,Confirmado,3061
921722,61585,2024-12-13 03:31:05,Confirmado,2133
211386,40607,2024-04-03 08:58:53,CANCELADO,6019
906041,72076,2024-09-28 06:07:38,Confirmado,3369
865642,48691,2025-01-20 09:34:59,Confirmado,2313
756278,52075,2024-07-06 08:08:11,Pending,4467
349344,69034,2023-08-24 01:40:54,Confirmado,1799
760942,76162,2024-01-19 17:12:54,Pending,1385
605950,93762,2024-02-23 05:41:53,Confirmado,1497
522754,62802,2024-07-04 11:20:33,Confirmado,5496
347562,18172,2025-02-09 14:33:25,Confirmado,2232
330411,96116,2024-04-26 08:30:31,Confirmado,5700
984301,36085,2024-05-29 05:02:49,Confirmado,2540
600357,50044,2023-11-21 23:22:41,Pending,2220
202173,27436,2024-05-29 20:38:18,Confirmado,2619
868456,99358,2024-12-24 16:19:50,CANCELADO,1194
906421,66330,2025-04-10 12:51:51,Pending,4611
529840,78732,2025-06-17 02:37:35,Confirmado,5175
594229,98153,2025-05-18 13:06:38,CANCELADO,2796
658629,95075,2024-03-17 08:45:38,Confirmado,1291
267813,47371,2024-02-08 02:39:03,CANCELADO,5560
191147,57858,2024-01-06 11:54:08,CANCELADO,6340
336147,43592,2023-11-24 11:40:09,Confirmado,5108
373763,82286,2024-12-04 09:18:51,CANCELADO,5871
807470,82780,2025-03-12 02:29:19,Confirmado,4087
860598,12414,2025-05-06 22:40:14,CANCELADO,156
822495,89052,2025-02-15 14:53:09,Confirmado,3979
527226,96598,2024-08-31 09:07:36,CANCELADO,3659
794166,81960,2025-04-07 19:00:45,Confirmado,1863
231766,72579,2024-02-03 20:13:21,Pending,4371
351054,62829,2025-07-09 05:16:35,Pending,915
118866,23559,2024-07-11 05:31:21,Confirmado,4090
519131,70282,2025-07-07 19:47:06,Pending,5235
589949,74589,2023-11-18 00:23:13,Confirmado,4860
686101,76162,2024-03-22 04:12:14,Pending,1827
771680,74025,2024-04-24 16:05:03,Pending,5589
691127,45796,2025-04-02 01:36:38,Confirmado,3990
290377,15157,2023-11-26 16:31:22,Confirmado,4961
231108,17302,2025-04-25 07:26:10,Confirmado,3295
259301,34960,2023-11-25 03:24:17,Confirmado,5680
671702,10780,2024-02-16 18:54:58,CANCELADO,4435
630599,18159,2023-12-11 11:06:06,Confirmado,2958
203814,30818,2025-06-05 15:11:33,Confirmado,2213
666847,32492,2025-07-19 09:22:22,Confirmado,4257
578029,69342,2024-04-30 13:17:51,CANCELADO,3493
618328,75659,2025-05-22 02:04:30,Pending,2535
400787,79354,2024-08-30 07:09:22,Confirmado,4163
513762,67531,2025-03-30 22:39:51,Confirmado,4859
231490,77778,2024-04-11 01:24:54,Confirmado,341
310704,88982,2024-09-22 23:56:19,Pending,707
884589,84943,2024-07-27 18:14:04,Confirmado,2234
922861,67529,2025-02-08 01:31:14,CANCELADO,237
669345,23716,2023-08-09 15:49:57,Pending,800
524854,88982,2024-09-12 09:07:32,Confirmado,2533
334642,48188,2024-10-09 18:15:49,Pending,3409
136430,77201,2023-11-24 12:38:47,Pending,2248
940243,70987,2023-08-25 11:35:28,CANCELADO,2512
249072,10183,2024-01-23 11:09:22,Confirmado,5756
281579,70164,2024-11-16 13:33:01,CANCELADO,3496
119110,47961,2024-03-18 17:05:15,CANCELADO,265
999126,39400,2024-08-06 08:13:10,Pending,693
239260,24078,2024-05-22 09:45:06,Confirmado,68
367488,99651,2024-10-22 05:15:23,Confirmado,2312
244803,46433,2023-11-26 14:28:37,Confirmado,4290
983226,34064,2024-09-18 10:50:33,Pending,980
921849,64616,2024-08-06 00:32:13,Pending,3199
415009,10183,2024-11-18 21:19:53,Confirmado,3020
725858,41993,2025-02-15 23:46:21,Pending,1460
918608,19245,2024-06-12 05:09:24,Confirmado,4539
227438,88902,2023-11-14 23:33:11,Confirmado,2308
743202,34509,2025-06-16 19:49:08,CANCELADO,2107
430256,79215,2024-04-22 00:58:23,Confirmado,6442
316103,30323,2023-11-26 18:58:24,Confirmado,4835
